"","Tender_ID","S.No.","AOC.Date","e.Published.Date","Title.and.Ref.No..Tender.Id","State.Name","Organisation.Name","Tender.Ref..No.","Tender.Description","Tender.Type","Number.of.bids.received","Name.of.the.selected.bidder.s.","Address.of.the.selected.bidder.s.","Contract.Value","Tender.Published.Date","Contract.Date","Date.of.Completion.Completion.Period.in.Days","Sno","award_date","Published_date","Title_description","State_name","number_days","day_category"
"45","2020_ARDD_12332_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15716",2020-11-03,2020-08-28,"Estt and Strengthening of existing Vety Hospital and Dispensaries ESVHD under RKVY RAFTAAR for CASP during 2019-20  or Construction of Large animal OT room with store  room  in/c maintenance of Vety Hospital at Kailashahar under Unakoti Dist-4th Call/ NoF.1(20)EE/ECELL/ARDD/20-21 / 2020_ARDD_12332_1","Tripura",67,"(60,Inf]"
"46","2020_ARDD_12335_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15718",2020-10-28,2020-08-28,"Strengthening of Veterinary Health  care Infrastrure through construction of sub-center under RKVY project during 2019-20  or construction of vety Sub-Centre at Churaibari under Kadamtala Block, North District/ NoF.1(20)EE/ECELL/ARDD/20-21 / 2020_ARDD_12335_1","Tripura",61,"(60,Inf]"
"47","2020_ARDD_12358_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15720",2020-10-17,2020-08-28,"Strengthening of Veterinary Health  care Infrastructure through construction of sub-center under RKVY project during 2019-20 or construction of Vety sub-center at Avanga under Salema Block,Dhalai District/ NoF.1(20)/EE/ECELL/ARDD/20-21 / 2020_ARDD_12358_1","Tripura",50,"(20,60]"
"48","2020_ARDD_12360_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15742",2020-10-28,2020-08-28,"Strengthening of Veterinary Health  care Infrastructure through construction of sub-center under RKVY project during 2019-20  or construction of Vety sub-center at Goalabasti under AMC, West Tripura District/ NoF.1(20)/EE/ECELL/ARDD/20-21 / 2020_ARDD_12360_1","Tripura",61,"(60,Inf]"
"49","2020_ARDD_12361_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15197",2020-10-17,2020-08-31,"Strengthening of Veterinary Health  care Infrastrure through construction of sub-center under RKVY project during 2019-20  or construction of Vety sub-center at South Badharghat  under AMC, West Tripura District/ NoF.1(20)/EE/ECELL/ARDD/20-21 / 2020_ARDD_12361_2","Tripura",47,"(20,60]"
"50","2020_AURAN_557979_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59535",2020-09-07,2020-03-20,"UNDER 14 TH FC. FUND 2019-20 25 Education And Health/ ZP/AUR/MATERIAL/WADKHA/2019-20 / 2020_AURAN_557979_2","Maharashtra",171,"(60,Inf]"
"51","2020_AURAN_575583_1",9511,2020-06-20,2020-05-11,"Supplying of Medical  Equipment at GP Wadgaon  K  Tq. Auragnabad/ GP Wadgaon Kolhati/ E Tender 2020 / 2020_AURAN_575583_1","Maharashtra"," RDD-CEO-AURANGABAD||AURANGABAD-Dy. CEO V.P.||AURANGABAD||WADGAON KOLHATI "," GP Wadgaon Kolhati/ E Tender 2020 "," Supplying of Medical  Equipment at GP Wadgaon  K  Tq. Auragnabad "," Goods ",6," KIMAYA HEALTH CARE ","  ",8e+05," 11-May-2020 05:15 PM ",2020-06-20," 01-Jan-1970 05:30 AM ","51537",2020-06-20,2020-05-11,"Supplying of Medical  Equipment at GP Wadgaon  K  Tq Auragnabad/ GP Wadgaon Kolhati/ E Tender 2020 / 2020_AURAN_575583_1","Maharashtra",40,"(20,60]"
"52","2020_AURAN_592236_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31109",2020-10-20,2020-07-08,"ST.B.T. NANDGAON TO PANVI (KH) ROAD, (VR-84), KM. 0/00 TO 1/500, TQ. VAIJAPUR./ ZP/WORKS/PHC/SR/8/7/20 / 2020_AURAN_592236_2","Maharashtra",104,"(60,Inf]"
"53","2020_AURAN_592236_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31107",2020-08-27,2020-07-08,"S/R PANDHARPUR SH-05 TO WALADGAON ROAD, VR-41, KM 0/00 TO 1/00, TQ. DIST. AURANGABAD.ABAD./ ZP/WORKS/PHC/SR/8/7/20 / 2020_AURAN_592236_9","Maharashtra",50,"(20,60]"
"54","2020_AURAN_594303_1",518,2020-07-23,2020-07-14,"Construction Of Anganwadi Building At Daregaon Saskhori Wasti Under DPC Non Tribal/ 2020_Daregaon_02 / 2020_AURAN_594303_1","Maharashtra"," Haryana Board Corporation||HAFED "," E_Tender for empanelment of Private Oil Mills "," E-tender for empanelment of Private Oil Mills for Custom milling of Mustard Seed and supply of Fortified Kachchi Ghani Mustard Oil. "," Services ",7," ENERGY AHAAR PVT. LTD,SHAKTI INDUSTRIES,SHREE MAHAVIR OIL AND GENERAL MILL,shri balaji oil mills,Himgiri Industries,jai radha swami oil mills ","  ",244900000," 14-Jul-2020 11:30 AM ",2020-07-30," 01-Jan-1970 05:30 AM ","29073",2020-07-23,2020-07-14,"Construction Of Anganwadi Building At Daregaon Saskhori Wasti Under DPC Non Tribal/ 2020_Daregaon_02 / 2020_AURAN_594303_1","Maharashtra",9,"(0,20]"
"55","2020_AURAN_596507_1",218,2020-07-30,2020-07-21,"Construction Of Material Supply Additional Word And Cement Concrete Road At PHC Gadana Under DPC General/ 2020_Gadana_01 / 2020_AURAN_596507_1","Maharashtra"," RDD-CEO-AURANGABAD||AURANGABAD-Dy. CEO V.P.||KHULTABAD||GADANA "," 2020_Gadana_01 "," Construction Of Material Supply Additional Word And Cement Concrete Road At PHC Gadana Under DPC General "," Goods ",3," SHIV SHAKTI TRADERS ","  ",17070," 21-Jul-2020 01:00 PM ",2020-07-30," 01-Jan-1970 05:30 AM ","26775",2020-07-30,2020-07-21,"Construction Of Material Supply Additional Word And Cement Concrete Road At PHC Gadana Under DPC General/ 2020_Gadana_01 / 2020_AURAN_596507_1","Maharashtra",9,"(0,20]"
"56","2020_AURAN_601630_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21893",2020-09-22,2020-08-07,"CONSTRUCTION OF INTERNAL CEMENT CONCRETE ROAD AT PHC PALOD TQ SILLOD./ zpworks/phc/ccrd/7/8/20 / 2020_AURAN_601630_1","Maharashtra",46,"(20,60]"
"57","2020_BBNDA_37939_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41812",2020-09-29,2020-06-10,"C/o Balance work of link road kanwali to Dhiman Basti and SC Basti Uperli kanwali (0/00 to 0/800) including Retaining wall along khad and Slab culverts./ BBNDA-06(PROJECT)NIT/3136-45 DATED 4.06.2020 / 2020_BBNDA_37939_1","Himachal Pradesh",111,"(60,Inf]"
"58","2020_BBNDA_38662_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30953",2020-09-26,2020-07-08,"C/o road and Retaining wall from House of Bhajan Singh to Katirdoo Majra, GP. Kashmirpur, C/o R.C.C. slab culvert and Retaining wall near Banka Ram Chandel House, Khera, C/o link road from Jatt Service Station to Borewell of  Bhag SingH RADIYALI/ BBNDA-06(PROJECT)NIT/3915-25 DATED 01.07.2020 / 2020_BBNDA_38662_1","Himachal Pradesh",80,"(60,Inf]"
"59","2020_BBNDA_41969_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2604",2020-12-09,2020-10-28,"C/o link road from Dolowal to Bhogpur including 6 mtr RCC slab culvert  AND approach, R/wall (RD 0/00 to 0/300)/ BBNDA-06(PROJECT)NIT/6164-74 DATED 24.10.2020 / 2020_BBNDA_41969_1","Himachal Pradesh",42,"(20,60]"
"60","2020_BEED_561850_1",19243,2020-03-19,2020-03-06,"Construction Of Anganwadi Building Gp Ladegaon-2 Tq Kaij Dist Beed/ E-TENDER NO. 03/2019-2020 / 2020_BEED_561850_1","Maharashtra"," Haryana Government||Engineer- in- Chief PHED Panchkula||Kaithal Circle||Kurukshetra PHED "," SE MEMO NO. 3093 DATED 03.03.2020 "," Annual maintenance of Rural Water Supply schemes of  PHE  Sub Division Ladwa  for the year  2020-21 ( Falling under PHED, Kurukshetra Repair of pumping machinery of existing 34 Nos. tubewells and all other works contingent thereto. For One Year "," Works ",4," Luxmi Auto Traders,Sh.Monu Kumar Contractor,Ashpal Electric and Engineering Works ","  ",817841," 06-Mar-2020 06:30 PM ",2020-05-01," 01-Jan-1970 05:30 AM ","64883",2020-03-19,2020-03-06,"Construction Of Anganwadi Building Gp Ladegaon-2 Tq Kaij Dist Beed/ E-TENDER NO 03/2019-2020 / 2020_BEED_561850_1","Maharashtra",13,"(0,20]"
"61","2020_BEED_586093_1",2670,2020-06-29,2020-06-18,"Construction and Improvement of Crematory Smashanbhumi Shed At Village Koregaon Tq Kaij Dist Beed/ KOREGAON_DPC_2019_20_1 / 2020_BEED_586093_1","Maharashtra"," Local Self Government Department||Palakkad||Block Panchayath Sub Division Office PKD||O/O Asst. Exec Engg Palakkad Block Panchayath "," 2/E/2020-21 "," Palakkad Block Panchayath 2020-21 Chemmuka kotta road in Mankara GP "," Works ",4," RAMESH V R ","  ",395708," 18-Jun-2020 03:00 PM ",2020-07-22," 01-Jan-1970 05:30 AM ","38793",2020-06-29,2020-06-18,"Construction and Improvement of Crematory Smashanbhumi Shed At Village Koregaon Tq Kaij Dist Beed/ KOREGAON_DPC_2019_20_1 / 2020_BEED_586093_1","Maharashtra",11,"(0,20]"
"62","2020_BEED_591719_1",908,2020-07-23,2020-07-07,"REPAIRS TO PHC SUB CENTER AT BELKHANDI (PATODA),TQ. DIST.BEED./ E-TENDER/GP BELKHANDI PA /2020-21/01 / 2020_BEED_591719_1","Maharashtra"," RDD-CEO-BEED||BEED-Dy. CEO V.P.||BEED||BELKHANDI (PA) "," E-TENDER/GP BELKHANDI PA /2020-21/01 "," REPAIRS TO PHC SUB CENTER AT BELKHANDI (PATODA),TQ. DIST.BEED. "," Works ",3," AMOL ANKUSH SHIRALE,SHINDE VINAY DEVIDAS,LAKSHADEEP BHAGWANRAO GADE ","  ",1086050," 07-Jul-2020 05:00 PM ",2020-07-23," 01-Jan-1970 05:30 AM ","31446",2020-07-23,2020-07-07,"REPAIRS TO PHC SUB CENTER AT BELKHANDI (PATODA),TQ DIST.BEED./ E-TENDER/GP BELKHANDI PA /2020-21/01 / 2020_BEED_591719_1","Maharashtra",16,"(0,20]"
"63","2020_BHAND_598132_1",76,2020-08-04,2020-07-25,"Construction Of Anganwadi Building At.Dewada/Bu Tah.Mohadi Dist.Bhandara/ E-TENDER/ZPBHN/PSTUM/GP De wada.Bu/ET1/19-20 / 2020_BHAND_598132_1","Maharashtra"," RDD-CEO-BHANDARA||BHANDARA-Dy. CEO V.P.||MOHADI||KESALAWADA "," E-TENDER/ZPBHN/PSTUM/GP De wada.Bu/ET1/19-20 "," Construction Of Anganwadi Building At.Dewada/Bu Tah.Mohadi Dist.Bhandara "," Works ",3," Diyaram Infratech ","  ",849575," 25-Jul-2020 05:40 PM ",2020-08-04," 01-Jan-1970 05:30 AM ","25313",2020-08-04,2020-07-25,"Construction Of Anganwadi Building AtDewada/Bu Tah.Mohadi Dist.Bhandara/ E-TENDER/ZPBHN/PSTUM/GP De wada.Bu/ET1/19-20 / 2020_BHAND_598132_1","Maharashtra",10,"(0,20]"
"64","2020_BULDH_555770_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66324",2020-05-22,2020-03-05,"Construction of Slab Culvert on Talni Hanuman Nagar App Road. Tq.Motala  Dist. Buldana&amp;#x0d;/ e-Tender Notice 23-2019-20 / 2020_BULDH_555770_5","Maharashtra",78,"(60,Inf]"
"65","2020_BULDH_568878_1",14729,2020-03-30,2020-03-21,"Construction of Cement Concrete Road At Village Sutala Bk (8) PHC Anganwadi to Suresh Dharamkar house (80 mm And 40 mm Layers) Tq Khamgaon Dist Buldhana/ ETENDER_NOTICE_NO_04/2019-20 / 2020_BULDH_568878_1","Maharashtra"," Zilla Parishad||Zilla Parishad||JHARGRAM||BINPUR - II||ERGODA "," JGM/BIN-II/PRADHAN/ERG/eNIT- 08/19-20 "," Installation of Tube Well at Pakurasole&#x0d;
Village, Mouza- Pakurasole in Ergoda&#x0d;
G.P. "," Works ",3," THREE STAR COOPERATIVE LABOUR CONTRUCT AND CONSTRUCTION SOCIETY LTD,BISWANATH MAHATA,BAPPA GANTAIT ","  ",109248.02," 21-Mar-2020 09:00 AM ",2020-06-26," 01-Jan-1970 05:30 AM ","59085",2020-03-30,2020-03-21,"Construction of Cement Concrete Road At Village Sutala Bk (8) PHC Anganwadi to Suresh Dharamkar house (80 mm And 40 mm Layers) Tq Khamgaon Dist Buldhana/ ETENDER_NOTICE_NO_04/2019-20 / 2020_BULDH_568878_1","Maharashtra",9,"(0,20]"
"66","2020_BULDH_584140_13",3570,2020-08-04,2020-06-12,"Construction of WBM Road at Village Madh  ( Smashanbhumi Road Madh)Tq.Buldana Dist.Buldana/ e-Tender Notice 03-2020-21 / 2020_BULDH_584140_13","Maharashtra"," Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH "," 139/RED/E-Tender/MLAY/20-21 dt. 02.06.2020 "," Constructin of RCC road from Dev Sthan to Prahalad Verma house in majra Sahajrampurwa of village Sorhiya Block Nawabganj "," Works ",2," M/S G N CONSTRUCTION ","  ",1548137.92," 12-Jun-2020 12:00 PM ",2020-07-03," 01-Jan-1970 05:30 AM ","40954",2020-08-04,2020-06-12,"Construction of WBM Road at Village Madh  ( Smashanbhumi Road Madh)TqBuldana Dist.Buldana/ e-Tender Notice 03-2020-21 / 2020_BULDH_584140_13","Maharashtra",53,"(20,60]"
"67","2020_BULDH_588685_1",1707,2020-07-08,2020-06-26,"(1) Providing Chain Link Fencing To Smashanbhumi (2) Repairs To Concrete Drain  (3) Repairs To Concrete Road At.Umrad Tq. S. RAJA Dist. Buldhana/ 01_2019/2020 / 2020_BULDH_588685_1","Maharashtra"," RDD-CEO-BULDHANA||BULDHANA-Dy. CEO V.P.||SINDKHEDRAJA||UMRAD "," 01_2019/2020 "," (1) Providing Chain Link Fencing To Smashanbhumi (2) Repairs To Concrete Drain  (3) Repairs To Concrete Road At.Umrad Tq. S. RAJA Dist. Buldhana "," Works ",3," Yashodip L C S Devanagar ","  ",596000," 26-Jun-2020 12:40 PM ",2020-07-08," 01-Jan-1970 05:30 AM ","35448",2020-07-08,2020-06-26,"(1) Providing Chain Link Fencing To Smashanbhumi (2) Repairs To Concrete Drain  (3) Repairs To Concrete Road AtUmrad Tq. S. RAJA Dist. Buldhana/ 01_2019/2020 / 2020_BULDH_588685_1","Maharashtra",12,"(0,20]"
"68","2020_BULDH_590176_1",1303,2020-07-09,2020-07-01,"Construction of Anganwadi building At Village Alewadi Tq Sangrampur Dist Buldhana/ ETENDER_NOTICE_NO_02/2020-21 / 2020_BULDH_590176_1","Maharashtra"," Chief Engineer, PWD (R and B)||SE PWD (R and B) Project Circle||EE PWD (R and B) IE Division Udaipur "," EE-IED/UDP/19/2020-21 "," Providing  internal electrification in the   14 nos Jr Basic  and Sr Basic School under Samagra Shiksha Abhiyan under Boxanagar RD Block Sonamura Sepahijala "," Works ",2," TAPASH DEBNATH ","  ",1493616," 01-Jul-2020 05:00 PM ",2020-07-23," 01-Jan-1970 05:30 AM ","33578",2020-07-09,2020-07-01,"Construction of Anganwadi building At Village Alewadi Tq Sangrampur Dist Buldhana/ ETENDER_NOTICE_NO_02/2020-21 / 2020_BULDH_590176_1","Maharashtra",8,"(0,20]"
"69","2020_BULDH_590189_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33367",2020-12-16,2020-07-02,"Construction Beautification of Smashanbhumi at Village Ibrahimpur TqMotala Dist. Buldana/ e-Tender Notice 05-2020-21 / 2020_BULDH_590189_11","Maharashtra",167,"(60,Inf]"
"70","2020_BULDH_590189_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33339",2020-12-15,2020-07-02,"Beautification of Smashanbhumi at Village Takli Waghjal TqMotala  Dist. Buldana/ e-Tender Notice 05-2020-21 / 2020_BULDH_590189_18","Maharashtra",166,"(60,Inf]"
"71","2020_BULDH_590189_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33368",2020-12-16,2020-07-02,"Construction and  Beautification of  Smashanbhumi  at Village Makodi  Tq- Motala. Under 2515-1238 Mulbhut Suvidha .2019-20/ e-Tender Notice 05-2020-21 / 2020_BULDH_590189_25","Maharashtra",167,"(60,Inf]"
"72","2020_BULDH_590782_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32084",2020-12-15,2020-07-06,"Construction  Beautification of Smashanbhumi at Village Girda TqBuldana/ e-Tender Notice 06-2020-21 / 2020_BULDH_590782_14","Maharashtra",162,"(60,Inf]"
"73","2020_BULDH_590782_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32072",2020-10-08,2020-07-06,"Construction and  Beautification of  Smashanbhumi  at Village Kurha  Tq- Motala. Under 2515-1238 Mulbhut Suvidha .2019-20/ e-Tender Notice 06-2020-21 / 2020_BULDH_590782_22","Maharashtra",94,"(60,Inf]"
"74","2020_BULDH_590782_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32065",2020-12-15,2020-07-06,"Construction  Beautification  of Smashanbhumi  at Village Thad  Tq- Motala. Under 2515-1238 Mulbhut Suvidha .2019-20/ e-Tender Notice 06-2020-21 / 2020_BULDH_590782_3","Maharashtra",162,"(60,Inf]"
"75","2020_BULDH_590782_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32079",2020-12-16,2020-07-06,"Construction  Beautification  of Smashanbhumi  at Village Kinhola  Tq- Motala. Under 2515-1238 Mulbhut Suvidha .2019-20/ e-Tender Notice 06-2020-21 / 2020_BULDH_590782_5","Maharashtra",163,"(60,Inf]"
"76","2020_BULDH_594832_2",425,2020-07-27,2020-07-15,"Construction of Shmashanbhumi shed at Village  Mendgaon Tq. Deulgaon Raja Dist. Buldhana/ E-TENDER/01/20-21 / 2020_BULDH_594832_2","Maharashtra"," RDD-CEO-DHULE||DHULE-Dy. CEO V.P.||DHULE||NAGAON  BK. "," GP/NAGAON/16/2020 "," Constructing Under Ground PVC Pipe Gutter At village Nagaon (R.N Patil To Ambadas Vadar Etc)Tal Dhule and Dist Dhule "," Works ",3," Atharva Construction,Deur Bk,Shri Prasad Sanjay Deo,Rushikesh Girish Patil ","  ",299870," 15-Jul-2020 04:00 PM ",2020-07-27," 01-Jan-1970 05:30 AM ","28642",2020-07-27,2020-07-15,"Construction of Shmashanbhumi shed at Village  Mendgaon Tq Deulgaon Raja Dist. Buldhana/ E-TENDER/01/20-21 / 2020_BULDH_594832_2","Maharashtra",12,"(0,20]"
"77","2020_BULDH_598137_1",74,2020-08-01,2020-07-25,"Construction of  Smashanbhumi At Village Paturda Khd. Tq Sangrampur Dist Buldhana/ ETENDER NOTICE 01/2020-21 / 2020_BULDH_598137_1","Maharashtra"," RDD-CEO-BULDHANA||BULDHANA-Dy. CEO V.P.||SANGRAMPUR||PATURDA KD "," ETENDER NOTICE 01/2020-21 "," Construction of  Smashanbhumi At Village Paturda Khd. Tq Sangrampur Dist Buldhana "," Works ",3," Amol pundlikrao Dikkar,ABHINAV VASUDEO MURHE,swapnil janardhan mhasal ","  ",7e+05," 25-Jul-2020 06:30 PM ",2020-08-01," 01-Jan-1970 05:30 AM ","25272",2020-08-01,2020-07-25,"Construction of  Smashanbhumi At Village Paturda Khd Tq Sangrampur Dist Buldhana/ ETENDER NOTICE 01/2020-21 / 2020_BULDH_598137_1","Maharashtra",7,"(0,20]"
"78","2020_BULDH_599634_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23737",2020-09-01,2020-07-31,"Repairs To Smashanbhumi At Village  Ruikhed Mayamba TqDist Buldana/ E-TENDER-1/2020-21 / 2020_BULDH_599634_1","Maharashtra",32,"(20,60]"
"79","2020_BULDH_605015_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18052",2020-08-29,2020-08-21,"Construction of Anganwadi Building No 2  at Village Sakhali Bk. Tq. Dist. Buldana./ 11/2019-20 / 2020_BULDH_605015_1","Maharashtra",8,"(0,20]"
"80","2020_BULDH_608085_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9005",2020-09-30,2020-09-23,"Construction of Anganwadi Building at Village Savkhed Tejan Tq Sindkhed Raja Dist. Buldana/ E-TENDER/01/20-21 / 2020_BULDH_608085_3","Maharashtra",7,"(0,20]"
"81","2020_CAHP_595472_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27813",2020-10-14,2020-07-17,"Supply of liquid Nitrogen and Semen doses to various Veterinary Dispensaries and Transport of Vaccine and other Official materials/ DDCAH/DAIC/Transport/1621/2020 / 2020_CAHP_595472_1","Maharashtra",89,"(60,Inf]"
"82","2020_CB_302286_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4186",2020-12-04,2020-10-16,"Repair Renovation and conversion of Male Ward to Covid Pregnant Women Care Facility Unit at Ground Floor of Tehatta Sub Divisional Hospital at Tehatta, Nadia/ WBPWD/SS/EE/KNG- 06(e)/2020-21 / 2020_CB_302286_1","West Bengal",49,"(20,60]"
"83","2020_CD_17215_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60008",2020-09-02,2020-03-19,"Construction of Multi Commodity Cold Storage/ AWCENGG467/2017/NABARD/WIF / 2020_CD_17215_2","Assam",167,"(60,Inf]"
"84","2020_CEALD_497878_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23812",2020-10-05,2020-07-31,"Under Rajya Yojna(Samanya)  Widening and Strengthening of Katra Medniganj se mandhata hote huye Katra gulab singh marg in District Pratapgarh/ 2271/93C/etendering/PF.C/2020 Dt 10.7.2020(2) / 2020_CEALD_497878_1","Uttar Pradesh",66,"(60,Inf]"
"85","2020_CEDWS_9934_1",9335,2020-07-09,2020-05-12,"Drilling Development of 4 (Four) nos. Small Bore Deep Tube Wells in/c domestic connection under Atal Jaldhara Mission at RUKHAJOY PARA, NUTANPARA, SHIBBARI and AWC CENTRE OF FAL BAGAN within the jurisdiction of Dasda RD Block/ 04/EE/DWS/DMN/2020-21 / 2020_CEDWS_9934_1","Tripura"," Raj. Rajya Tilhan Utpadak Sahkari Sangh Ltd||MD||GM-Kota "," E-21/20 "," e-Tender for supply of D W Jute Tarpaulin Bags "," Goods ",2," SUKUMAL TRADERS ","  ",2074500," 12-May-2020 05:00 PM ",2020-06-12," 01-Jan-1970 05:30 AM ","51210",2020-07-09,2020-05-12,"Drilling Development of 4 (Four) nos Small Bore Deep Tube Wells in/c domestic connection under Atal Jaldhara Mission at RUKHAJOY PARA, NUTANPARA, SHIBBARI and AWC CENTRE OF FAL BAGAN within the jurisdiction of Dasda RD Block/ 04/EE/DWS/DMN/2020-21 / 2020_CEDWS_9934_1","Tripura",58,"(20,60]"
"86","2020_CEGKP_463590_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52248",2020-10-10,2020-05-08,"Construction of Police Station Administrative Building in Campus of All India Institute of Medical Science Gorakhpur/ 2241/135C-GKP Circle/2020 dated 23-04-2020 / 2020_CEGKP_463590_1","Uttar Pradesh",155,"(60,Inf]"
"87","2020_CEGKP_463647_29",10058,2020-07-19,2020-05-07,"Construction of RCCDrain and Slabs in ward No 12 in pipraich nagar panchayat Lot-29/29/ 2192/135C-GKP Circle/2020 dated 21-04-2020 / 2020_CEGKP_463647_29","Uttar Pradesh"," Irrigation Department||CE,P1,KZKD||SE,Siruvani Project Circle,Palakkad||EE,Irr.Div.MLPZA "," 35/ET/AEE/ALR/2019-20 "," Cheramangalm scheme Improvement and Urgent rectification works to 16 A Branch Chainage between 500 to 600 m "," Works ",2," GOPALAN.M ","  ",867776," 07-May-2020 06:00 PM ",2020-08-04," 01-Jan-1970 05:30 AM ","52474",2020-07-19,2020-05-07,"Construction of RCCDrain and Slabs in ward No 12 in pipraich nagar panchayat Lot-29/29/ 2192/135C-GKP Circle/2020 dated 21-04-2020 / 2020_CEGKP_463647_29","Uttar Pradesh",73,"(60,Inf]"
"88","2020_CEJNS_490552_1",881,2020-07-29,2020-07-08,"Construction of B.S.L.-2 Lab in Medical College Orai./ 371/12 Mg Dated 02.07.2020 / 2020_CEJNS_490552_1","Uttar Pradesh"," Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||PROVINCIAL DIVISION PWD ORAI "," 371/12 Mg Dated 02.07.2020 "," Construction of B.S.L.-2 Lab in Medical College Orai. "," Works ",3," M/S DEEPAK KUMAR ","  ",1899182.06," 08-Jul-2020 12:00 PM ",2020-07-29," 01-Jan-1970 05:30 AM ","31104",2020-07-29,2020-07-08,"Construction of BS.L.-2 Lab in Medical College Orai./ 371/12 Mg Dated 02.07.2020 / 2020_CEJNS_490552_1","Uttar Pradesh",21,"(20,60]"
"89","2020_CELBB_60623_16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62282",2020-06-05,2020-03-13,"Construction of VR.B over Chanahat Minor near Taradapada crematorium/ e-PROCUREMENT NOTICE NO 14 OF 2019-20 / 2020_CELBB_60623_16","Odisha",84,"(60,Inf]"
"90","2020_CEMRT_494892_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26944",2020-11-03,2020-07-20,"6-Renewal of Purbaliyan to Jivna, Morkuka, kitas, KK. road (ODR) in Km- 10, 14, 15 by P.C. for grit supply on Begrajpur dept. HMP and labour work on site/ 2439/8A Dated 04-07-2020 / 2020_CEMRT_494892_6","Uttar Pradesh",106,"(60,Inf]"
"91","2020_CEPW_46281_1",16044,2020-06-18,2020-03-17,"Construction of PET_CY_SPECT_CT Building in Civil Hospital To facilitate Tata Memorial Cancer Hospital at Sangrur in Punjab/ Bid No 29 Dt. 13.03.2020 / 2020_CEPW_46281_1","Punjab"," CE-PWD(B and R)||Construction Circle-Sangrur||Provincial Division-Sangrur "," Bid No 29 Dt. 13.03.2020 "," Construction of PET_CY_SPECT_CT Building in Civil Hospital To facilitate Tata Memorial Cancer Hospital at Sangrur in Punjab "," Works ",4," MEHTAB BUILDERS ","  ",49301658.84," 17-Mar-2020 12:15 PM ",2020-06-18," 01-Jan-1970 05:30 AM ","60789",2020-06-18,2020-03-17,"Construction of PET_CY_SPECT_CT Building in Civil Hospital To facilitate Tata Memorial Cancer Hospital at Sangrur in Punjab/ Bid No 29 Dt 13.03.2020 / 2020_CEPW_46281_1","Punjab",93,"(60,Inf]"
