"","Sno","award_date","Published_date","Title_description","State_name","Tender_ID","number_days","day_category"
"103","64263",2020-06-10,2020-03-07,"Reconstruction of Public cut on embankment at Gagalmari including improvement of R/B embkt Along river Morachowlkhowa from ch. 0.00 Km to ch.5.60 Km along with A/E measures at different reaches under SOPD(FDR) for 2019-20./ BARPETA/2019-20/SOPD-FDR/V / 2020_DoWR_16391_2","Assam","2020_DoWR_16391_2",95,"(60,Inf]"
"104","64265",2020-11-12,2020-03-07,"Construction of Anganwadi Centre at CDA Nua Munda Sahi in Ward No3./ MC(CMC)CTC_Div-I_No21/2019-20 / 2020_ORULB_60348_13","Odisha","2020_ORULB_60348_13",250,"(60,Inf]"
"105","64269",2020-07-27,2020-03-07,"E2-17232/19  Construction of drain and cover slab  and maintenance work in Vyaparabhavan Thaazhbhagom road in ward 15 of Thrikkakara Municipality&amp;#x0d;/ 352/AEE/LSGD/TKRA/19-20 / 2020_LSGD_348765_13","Kerala","2020_LSGD_348765_13",142,"(60,Inf]"
"106","64243",2020-11-13,2020-03-07,"Construction of Anganwadi Centre at Satichoura in Ward No7./ MC(CMC)CTC_Div-I_No21/2019-20 / 2020_ORULB_60348_15","Odisha","2020_ORULB_60348_15",251,"(60,Inf]"
"107","64201",2020-11-12,2020-03-07,"Construction of Anganwadi Centre of Dagarpada Mangala Sahi at Dagarpada UP. School in Ward No.11./ MC(CMC)CTC_Div-I_No21/2019-20 / 2020_ORULB_60348_19","Odisha","2020_ORULB_60348_19",250,"(60,Inf]"
"108","64124",2020-09-16,2020-03-09,"Repairs to Rural Hospital Building at Somardi TalJawali (Medha) Dist.Satara./ E-Tender Notice No. 99 for 2019-20 only for MSS / 2020_PWDRP_555544_7","Maharashtra","2020_PWDRP_555544_7",191,"(60,Inf]"
"109","64129",2020-05-01,2020-03-09,"Repair to PHC Staff Quarter at Kerada in the District of Rayagada/ EERWRGD - Online - 10/-2019-20 / 2020_CERWI_60490_44","Odisha","2020_CERWI_60490_44",53,"(20,60]"
"110","64086",2020-05-03,2020-03-09,"HANDLING OF FOOD GRAINS/ TENDER FOR LABOUR 20-21 GHARAUNDA HWC / 2020_HRY_122829_1","Haryana","2020_HRY_122829_1",55,"(20,60]"
"111","64089",2020-05-03,2020-03-09,"HANDLING OF FOOD GRAINS/ TENDER FOR LABOUR 20-21 NIGDHU HWC / 2020_HRY_122830_1","Haryana","2020_HRY_122830_1",55,"(20,60]"
"112","64069",2020-06-29,2020-03-09,"Palazhi subcentre completion/ AE/OLV/04/2019 / 2020_LSGD_348791_9","Kerala","2020_LSGD_348791_9",112,"(60,Inf]"
"113","64005",2020-04-21,2020-03-09,"Repair to ANM Quarter at Denduli in the District of Rayagada/ EERWRGD - Online - 10/-2019-20 / 2020_CERWI_60490_46","Odisha","2020_CERWI_60490_46",43,"(20,60]"
"114","63982",2020-06-12,2020-03-09,"Construction of Concrete road from&amp;#x0d;\nShyamajhatiya Sandip Laha House towards&amp;#x0d;\nTarapur ICDS at Tarapur under Chubka Gram&amp;#x0d;\nPanchayat within Jhargram Panchayat Samity/ 55/CGP/eNIT_12/2019_20 / 2020_ZPHD_278247_8","West Bengal","2020_ZPHD_278247_8",95,"(60,Inf]"
"115","63985",2020-09-16,2020-03-09,"Repairs to Rural Hospital Class I II III Quarter Building at Somardi TalJawali (Medha) Dist.Satara./ E-Tender Notice No. 99 for 2019-20 only for MSS / 2020_PWDRP_555544_10","Maharashtra","2020_PWDRP_555544_10",191,"(60,Inf]"
"116","63962",2020-07-20,2020-03-09,"Repair to PHC at Lankagarh such as repair to 1No of D type qtr Building for the year 2019-20/ Online Tender/ 21/ EERWDBLG/2019-20 / 2020_CERWI_60489_52","Odisha","2020_CERWI_60489_52",133,"(60,Inf]"
"117","63965",2020-07-19,2020-03-09,"Repair to PHC Building at Belaghar for 2019-20/ Online Tender/ 21/ EERWDBLG/2019-20 / 2020_CERWI_60489_44","Odisha","2020_CERWI_60489_44",132,"(60,Inf]"
"118","63950",2020-03-28,2020-03-09,"Providing and Installation of 3 Phase LT. A.C. Supply Cubical  alongwith other associated Works at 220KV and132KV Sub Stations Budaun under E.T.D., Budaun/ E-Tender No. 101 / W / ETC(B) / 2019 - 20 / 2020_UPTCL_445716_1","Uttar Pradesh","2020_UPTCL_445716_1",19,"(0,20]"
"119","63923",2020-06-10,2020-03-09,"New construction of HWC at Sub Centre Rangipur under Rangeilunda block for the year 2019-20/ Online Tender/24/EERWD-II/2019-20 / 2020_CERWI_60561_5","Odisha","2020_CERWI_60561_5",93,"(60,Inf]"
"120","63864",2020-06-24,2020-03-09,"CONSTRUCTION OF KULLAPPULLI PHC BUILDING AT SHORNUR MUNICIPALITY, PALAKKAD/ KRO/ BDC/570/2020 / 2020_KEL_348998_1","Kerala","2020_KEL_348998_1",107,"(60,Inf]"
"121","63800",2020-05-02,2020-03-09,"2 RMO of all EM services installed at NHMC Hospital B Block Defence Colony New Delhi (SH Comprehensive Maintenance of Lift Voice Announcement System)/ 181/EE(E)/PWD HMED SW/2019-20 / 2020_PWD_189417_1","NCT of Delhi","2020_PWD_189417_1",54,"(20,60]"
"122","63763",2020-06-03,2020-03-09,"Black Topping to Front road of Janaki Hospital at Rajarampuri&amp;#x0d;\n3rd Lane in KM.C. Ward No. 24, Sykes Extension, Kolhapur/ 96 for 2019-20 (OPEN) (B1) / 2020_PWDRP_562941_2","Maharashtra","2020_PWDRP_562941_2",86,"(60,Inf]"
"123","63699",2020-08-20,2020-03-09,"proposal of City Bus Service in MC Limit of  Hisar/ MCH/Citybus/ / 2020_HRY_122918_1","Haryana","2020_HRY_122918_1",164,"(60,Inf]"
"124","63534",2020-08-27,2020-03-10,"Supply,\tInstallation,\tTesting\tand&amp;#x0d;\nCommissioning of Kitchen Equipment&amp;#x0d;\nAt State Institute of Hospitality Management ,Kozhikode, Kerala/ SIHM/Tender-1/2020 / 2020_TOUR_348906_1","Kerala","2020_TOUR_348906_1",170,"(60,Inf]"
"125","63516",2020-03-18,2020-03-10,"Constructing Toilet Block And Repairs to Anganwadi At Sakharale Tal Walwa/ 12/2019-20 / 2020_SANGL_563235_3","Maharashtra","2020_SANGL_563235_3",8,"(0,20]"
"126","63501",2020-05-13,2020-03-10,"Providing Internal Electrification     Concealed wiring in the newly constructed 10 bedded PHC at Mirza Udaipur Gomati Tripura/ EE-IED/UDP/32/2019-20 / 2020_CEPWD_9166_1","Tripura","2020_CEPWD_9166_1",64,"(60,Inf]"
"127","63505",2020-11-02,2020-03-10,"PURCHASE OF PRE SCHOOL KIT FOR ANGANWADIES/ ICDS/PRK/A1-808/19 / 2020_ICEP_349387_1","Kerala","2020_ICEP_349387_1",237,"(60,Inf]"
"128","63510",2020-04-28,2020-03-10,"IHEP  Upkeep and maintenance of Circuit House, Circuit House Annex and Inspection Bungalow at Moolamattom for the year 2020-21- Supply of labourers for cleaning, gardening and security for the period from 0104.2020 to 31.03.2021./ 21/AEE/CMSD/ 2019-20/25.02.2020 / 2020_KSEB_346188_1","Kerala","2020_KSEB_346188_1",49,"(20,60]"
"129","63362",2020-07-01,2020-03-11,"fallen and sticked pipe line from ordinary tube well and Cleaning of filled up including  labor charges, transportation, loading, un loading, and again installation of hp after repairing work etc Block Deori/Kesli Sub Division Deori District Sagar M/ NIT No.351 EE/PHED/2019-20/Sagar Dt. 07.03.2020 / 2020_PHED_83461_1","Madhya Pradesh","2020_PHED_83461_1",112,"(60,Inf]"
"130","63357",2020-07-02,2020-03-11,"Repair and Improvement of CC. road and Drain slab/ BPDM- 04 of 2020/2021 / 2020_ORULB_60581_25","Odisha","2020_ORULB_60581_25",113,"(60,Inf]"
"131","63300",2020-05-29,2020-03-11,"TENDER FOR SUPPLYING ORTHO IMPLANTS  UNDER THE SCHEME KASP JSSK, AK, RBSK TO TALUK HOSPITAL KARUNAGAPPALLY/ D/1023/2020/S / 2020_DHS_348327_1","Kerala","2020_DHS_348327_1",79,"(60,Inf]"
"132","63278",2020-03-23,2020-03-11,"Purchase of Software (DNASTAR Lasergene) with same Specifications, same Terms, Conditions and all accessories (if any) as mentioned in the DNIT (Detailed Notice Inviting Tender)/ PC/2019-20/2278 Dated 11-03-2020 / 2020_DAH_45997_1","Punjab","2020_DAH_45997_1",12,"(0,20]"
"133","63231",2020-07-08,2020-03-11,"RETENDER  PC4/7086/20Proj -1163/19-20, Construction of covering slab for drain in kappalandimukku - Jawan juction to FFRA road near Railway cross in Div 43, Pattathanam/ PC4/7086/20 / 2020_LSGD_345049_2","Kerala","2020_LSGD_345049_2",119,"(60,Inf]"
"134","63213",2020-03-19,2020-03-11,"Urgent Repairs to the Govt General Hospital Yanam/ 163/EEY/2019-20 / 2020_PWDC2_6080_1","Puducherry UT","2020_PWDC2_6080_1",8,"(0,20]"
"135","63214",2020-07-08,2020-03-11,"PROV E.I. TO STAFF QUARTERS (TYPE II AND TYPE III) AT PHC PALANDUR, TQ. DEORI, DIST. GONDIA/ ZPGON/ PROV.E.I.TOSTAFFQTR/PHC Palandur/19-20/02 / 2020_GONDI_563617_1","Maharashtra","2020_GONDI_563617_1",119,"(60,Inf]"
"136","63215",2020-03-20,2020-03-11,"Improvements to the Veterinary Hospital in Yanam/ 162/EEY/2019-20 / 2020_PWDC2_6079_1","Puducherry UT","2020_PWDC2_6079_1",9,"(0,20]"
"137","63218",2020-07-08,2020-03-11,"PROV E.I. TO STAFF QUARTERS (TYPE II AND TYPE III) AT PHC GORRE, TQ. SALEKASA, DIST. GONDIA/ ZPGON/ PROV.E.I.TO STAFF QTR/ PHC GORRE/19-20/02 / 2020_GONDI_563606_1","Maharashtra","2020_GONDI_563606_1",119,"(60,Inf]"
"138","63142",2020-05-28,2020-03-11,"Special repair of Primary Health Centre at Village Alakhpura in Bhiwani Distt/ Bhiwani_SR PHC Alakhpura Rs.6.89 lacs / 2020_HRY_123269_1","Haryana","2020_HRY_123269_1",78,"(60,Inf]"
"139","63075",2020-03-19,2020-03-11,"Supply of Material for Construction of Welcome Gate and Repairs to Anganwadi Building and Grampanchayat Bhawan at GP ZULLAR(14th finance)/ PSMOUDA/ZULLAR/2018/19/123 / 2020_NAGPU_563745_1","Maharashtra","2020_NAGPU_563745_1",8,"(0,20]"
"140","63078",2020-03-19,2020-03-11,"Const of Toilet  Bathroom in  Municipal Godown in w.no 5 Haily Mandi/ MCHM/2020/GODOWN 3 / 2020_HRY_123216_1","Haryana","2020_HRY_123216_1",8,"(0,20]"
"141","63054",2020-07-16,2020-03-11,"Construction of RCC slab Culvert near the H/o Tapan Sarkar at Part No15/140 under Magurmari-II GP during 2019-20 under PBG (IBRD)/ e-NIT No. - 01/Magur-II (3rd call) / 2020_ZPHD_278548_2","West Bengal","2020_ZPHD_278548_2",127,"(60,Inf]"
"142","63058",2020-07-10,2020-03-11,"PROCUREMENT OF WEILDING SLEEVE FOR 400KV BAY OF NEW 315MVA, 400/220KV ICT-4 (BHEL MAKE AND M/S ADITYA REPAIRED)/ Short Term E-Tender no 202/2019-20/ETC/VNS / 2020_UPTCL_447049_1","Uttar Pradesh","2020_UPTCL_447049_1",121,"(60,Inf]"
"143","63034",2020-06-05,2020-03-12,"Construction of 1 No of Thadagam Rural Police Station Building with Development works at Chinnathadagam in Coimbatore District/ SE/NC/DB/4549/2019 / 2020_TNPHC_160918_1","Tamil Nadu","2020_TNPHC_160918_1",85,"(60,Inf]"
"144","63037",2020-03-21,2020-03-12,"Construction Of Smashanbhumi Approach Road And Beautification At Borkhedi (Kala) Tah Seloo Dist Wardha  3rd call/ ZPW_PSS_GPBorkhediKala_TN001 / 2020_WARDH_548335_3","Maharashtra","2020_WARDH_548335_3",9,"(0,20]"
"145","62995",2020-06-03,2020-03-12,"Construction of Anganwadi Building Hatala Tq Sengaon Dist. Hingoli/ EEW/HING/Open/224/19-20 / 2020_HINGO_563867_4","Maharashtra","2020_HINGO_563867_4",83,"(60,Inf]"
"146","62982",2020-11-03,2020-03-12,"Construction of Anganwadi Building Narsi Namdev Tq Hingoli Dist. Hingoli/ EEW/HING/Open/224/19-20 / 2020_HINGO_563867_2","Maharashtra","2020_HINGO_563867_2",236,"(60,Inf]"
"147","62986",2020-06-13,2020-03-12,"Construction of CC Road From Tuhins house to Hospital boundary wall At 4  no Sansad/ 25/ICGP/CFC/2019-20 / 2020_ZPHD_278593_2","West Bengal","2020_ZPHD_278593_2",93,"(60,Inf]"
"148","62963",2020-04-20,2020-03-12,"Running and maintenance of Climatological stations for the year 2020-21 - Supplying labours for taking climatological observations/ 33/RDSSD2/2019-20/0603.20 / 2020_KSEB_348694_1","Kerala","2020_KSEB_348694_1",39,"(20,60]"
"149","62752",2020-06-16,2020-03-12,"Repairs to Stilling Basin Wall of Kathalabodi Tank/ E Tender Notice No 14/2019-20 / 2020_CEWRN_564213_1","Maharashtra","2020_CEWRN_564213_1",96,"(60,Inf]"
"150","62704",2020-08-12,2020-03-12,"purchase of hand rub/ S1/355/20/IMCH / 2020_DME_349983_1","Kerala","2020_DME_349983_1",153,"(60,Inf]"
"151","62669",2020-06-22,2020-03-12,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres (Uluberia-I, Damodarpur)/ CMOH/How/745 / 2020_HFW_278628_35","West Bengal","2020_HFW_278628_35",102,"(60,Inf]"
"152","62670",2020-06-22,2020-03-12,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres (Sankrail, Kannyamoni)&amp;#x0d;/ CMOH/How/746 / 2020_HFW_278688_15","West Bengal","2020_HFW_278688_15",102,"(60,Inf]"
"153","62652",2020-06-22,2020-03-12,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres (Sankrail, Basudebpur)/ CMOH/How/746 / 2020_HFW_278688_19","West Bengal","2020_HFW_278688_19",102,"(60,Inf]"
"154","62654",2020-06-22,2020-03-12,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres (Shyampur-I, Gutinagari)/ CMOH/How/745 / 2020_HFW_278628_25","West Bengal","2020_HFW_278628_25",102,"(60,Inf]"
"155","62655",2020-06-22,2020-03-12,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres) (Amta-I, Chandrapur GP )/ CMOH/How/746 / 2020_HFW_278688_1","West Bengal","2020_HFW_278688_1",102,"(60,Inf]"
"156","62658",2020-06-22,2020-03-12,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres (Domjur , Domjur GP)&amp;#x0d;/ CMOH/HOW/747 / 2020_HFW_278767_4","West Bengal","2020_HFW_278767_4",102,"(60,Inf]"
"157","62647",2020-08-04,2020-03-12,"Repair of sewer damaged line having size 200 mm, 250 mm and 300 mm , i/d and repair manhole slab and wall in ward no 05 under MCG./ EE-WSS/MCG/2020/10354/7 / 2020_HRY_123477_1","Haryana","2020_HRY_123477_1",145,"(60,Inf]"
"158","62650",2020-06-19,2020-03-12,"Repair of sewer damaged line having size 200, 250 mm and 300 mm i/d and repair manhole slab and wall in ward no 04 MCG./ EE-WSS/MCG/2020/10354/6 / 2020_HRY_123467_1","Haryana","2020_HRY_123467_1",99,"(60,Inf]"
"159","62627",2020-06-23,2020-03-12,"Repair/Replacement of Main Electrical Boards and wiring in labs, classrooms and offices (Deptt of Food Science and Technology) at PAU, Ludhiana/ Endst No.\t275-80 Dated- 12.03.2 / 2020_PAU_46100_1","Punjab","2020_PAU_46100_1",103,"(60,Inf]"
"160","62594",2020-06-22,2020-03-12,"Improvement of Chief Engineers Office Complex and Providing Lift ( Ph-IV)(Along with renovation of overseers and driver quarters at Chandmari and staff quarters at divisional Office Complex at Rehabari)/ GHY.EAST/2019-20/SOPD-G/V / 2020_DoWR_16626_2","Assam","2020_DoWR_16626_2",102,"(60,Inf]"
"161","62597",2020-06-22,2020-03-12,"Improvement of Chief Engineers Office Complex and Providing Lift ( Ph-IV)(Along with renovation of overseers and driver quarters at Chandmari and staff quarters at divisional Office Complex at Rehabari)/ GHY.EAST/2019-20/SOPD-G/V / 2020_DoWR_16625_2","Assam","2020_DoWR_16625_2",102,"(60,Inf]"
"162","62599",2020-06-22,2020-03-12,"Improvement of Chief Engineers Office Complex and Providing Lift ( Ph-IV)(Along with renovation of overseers and driver quarters at Chandmari and staff quarters at divisional Office Complex at Rehabari)/ GHY.EAST/2019-20/SOPD-G/V / 2020_DoWR_16627_2","Assam","2020_DoWR_16627_2",102,"(60,Inf]"
"163","62600",2020-06-22,2020-03-12,"Improvement of Chief Engineers Office Complex and Providing Lift ( Ph-IV)(Along with renovation of overseers and driver quarters at Chandmari and staff quarters at divisional Office Complex at Rehabari)/ GHY.EAST/2019-20/SOPD-G/V / 2020_DoWR_16623_2","Assam","2020_DoWR_16623_2",102,"(60,Inf]"
"164","62552",2020-04-20,2020-03-12,"Construction Concrete Road from Palaboni Bhagaboti Das House to Sukumar Kotal House Mouza- Palaboni, Jl No.- 391, Plot No.- 5./ PRADHAN/TGP/CFCG/03/2019-20 Dated-12.03.2020 / 2020_ZPHD_278697_2","West Bengal","2020_ZPHD_278697_2",39,"(20,60]"
"165","62559",2020-06-05,2020-03-12,"Immediate measures to restore Namtemera area from the flood damages of river Gelabeel under SDRF for 2019-20/ JOR/SDRF/GELABEEL/2019-20/1 / 2020_DoWR_17137_1","Assam","2020_DoWR_17137_1",85,"(60,Inf]"
"166","62543",2020-09-10,2020-03-12,"Construction of Building for Indoor Games in Residential Police Public School Campus, Melakottaiyur in Chengalpattu District/ SE/CC/DB/277/2020 / 2020_TNPHC_160998_1","Tamil Nadu","2020_TNPHC_160998_1",182,"(60,Inf]"
"167","62465",2020-08-18,2020-03-13,"Construction of water treatment plant near BPHC at daltanpur (IX) at  Hariharpara Gram Panchayat under Hariharpara Block,AAP NO-187 (2019-20) FFC(BG)/ 04/FFC(BG)/2020 / 2020_ZPHD_278984_5","West Bengal","2020_ZPHD_278984_5",158,"(60,Inf]"
"168","62469",2020-08-18,2020-03-13,"Construction of water treatment plant  at Komnagar xx ICDS center at  Hariharpara Gram Panchayat under Hariharpara Block,AAP NO-89 (2019-20)FFC(BG)/ 04/FFC(BG)/2020 / 2020_ZPHD_278984_1","West Bengal","2020_ZPHD_278984_1",158,"(60,Inf]"
"169","62355",2020-07-26,2020-03-13,"Construction of Road from Sialtek to Sibnarayanpur under SOPD-G for the year 2019-20, Katigorah LAC/ T/CC/ETN/SIL/2019-20/4426(T) / 2020_PWD_17116_10","Assam","2020_PWD_17116_10",135,"(60,Inf]"
"170","62336",2020-07-24,2020-03-13,"Construction of Lakhirbond Road (from Ch1850.00m to Ch.3700.00m) of Udharbond LA Constituency under SOPD-G for the year 2019-20, Udharbond LAC./ T/CC/ETN/SIL/2019-20/4426(T) / 2020_PWD_17116_6","Assam","2020_PWD_17116_6",133,"(60,Inf]"
"171","62340",2020-05-15,2020-03-13,"Carriage of steel from the steelyard of EFU-Naini, Prayagraj to various  fabrication workshop with in the premises of   Eletcy Fabrication Unit -Naini, Prayagraj./ 210-ETC-I(A)/ 2019-20 / 2020_UPTCL_447315_1","Uttar Pradesh","2020_UPTCL_447315_1",63,"(60,Inf]"
"172","62312",2020-07-26,2020-03-13,"Re-Construction of Road from Gumra to IBB Road via Leverputa BOP (Ch3350.00m to Ch.7280.00m) under SOPD-G for the year 2019-20, Katigorah LAC/ T/CC/ETN/SIL/2019-20/4426(T) / 2020_PWD_17116_13","Assam","2020_PWD_17116_13",135,"(60,Inf]"
"173","62316",2020-05-12,2020-03-13,"S/R for Sub Health Centre at village Jaiwant, Naheda and Sunhera in Nuh District (Reinvited)/ SHC/Jaiwant/Naheda/Sunhera1 / 2020_HRY_123522_1","Haryana","2020_HRY_123522_1",60,"(20,60]"
"174","62298",2020-07-26,2020-03-13,"Re-Construction of Road from Telitikar to Jagadishpur (Ch1300.00m to Ch.3300.00m) under SOPD-G for the year 2019-20, Katigorah LAC/ T/CC/ETN/SIL/2019-20/4426(T) / 2020_PWD_17116_11","Assam","2020_PWD_17116_11",135,"(60,Inf]"
"175","62282",2020-06-05,2020-03-13,"Construction of VR.B over Chanahat Minor near Taradapada crematorium/ e-PROCUREMENT NOTICE NO 14 OF 2019-20 / 2020_CELBB_60623_16","Odisha","2020_CELBB_60623_16",84,"(60,Inf]"
"176","62283",2020-07-26,2020-03-13,"Construction of Road from NH-6 to Gobindakupa under SOPD-G for the year 2019-20, Katigorah LAC/ T/CC/ETN/SIL/2019-20/4426(T) / 2020_PWD_17116_9","Assam","2020_PWD_17116_9",135,"(60,Inf]"
"177","62284",2020-09-17,2020-03-13,"S/R for Sub Health Centre at village Rawli, Maholi and Badarpur in Nuh District (Reinvited)/ PWD/SHC/Rawli/Maholi/Badarpur1 / 2020_HRY_123510_1","Haryana","2020_HRY_123510_1",188,"(60,Inf]"
"178","62287",2020-07-24,2020-03-13,"Construction of Road from Tikalbazar to Tikalbasti (Ch 0.00m to Ch.1020.00m) under SOPD-G for the year 2019-20, Udharbond LAC/ T/CC/ETN/SIL/2019-20/4426(T) / 2020_PWD_17116_5","Assam","2020_PWD_17116_5",133,"(60,Inf]"
"179","62279",2020-07-25,2020-03-13,"Construction of Road from Konapara to Chaligram via Gopal Krishna Ashram under SOPD-G for the year 2019-20, Katigorah LAC/ T/CC/ETN/SIL/2019-20/4426(T) / 2020_PWD_17116_8","Assam","2020_PWD_17116_8",134,"(60,Inf]"
"180","62253",2020-04-01,2020-03-13,"e-tenders are re-invited from reputed, financially sound and experienced contractors for various labour operations of Food Grains and storage articles in 7/9/10 years PEG guarantee godowns at the following centres for the year 2020-21/ ReHafed_Fatehabad_PEG_20_21 / 2020_HBC_123549_1","Haryana","2020_HBC_123549_1",19,"(0,20]"
"181","62121",2020-06-05,2020-03-13,"Govt TD Medical College Vandanam, Alappuzha- Modernization of Drug Store ( Deposit Work - 63 E-Tender )/ PWD/2019-2020/5954/ALP/63-E Ten / 2020_PWD_350266_1","Kerala","2020_PWD_350266_1",84,"(60,Inf]"
"182","62120",2020-06-17,2020-03-13,"Special Repair to Hospital Building at Chamba/ No16975-17074 dated 02/03/2020 / 2020_PWD_36189_1","Himachal Pradesh","2020_PWD_36189_1",96,"(60,Inf]"
"183","62106",2020-05-29,2020-03-13,"Construction of Guard wall / Toe wall for protection of reclaimed land from scouring at Nimpur re-location sites for rehabilitation and resettlement of person affected by the redevelopment of SCB MCH, Cuttack/ MC(CMC)CTC_Div-I_No1/2020-21 / 2020_ORULB_60589_6","Odisha","2020_ORULB_60589_6",77,"(60,Inf]"
"184","62047",2020-07-16,2020-03-13,"Construction of Semi Urban Thana Bhawan, Kalyanpura Distt Jhabua/ 27/2019-20-2 / 2020_MPPHC_83908_1","Madhya Pradesh","2020_MPPHC_83908_1",125,"(60,Inf]"
"185","62049",2020-08-10,2020-03-13,"Cleaning of sewer line with the help of labours and suction machine for attending the allottees complaint in Block A, B, C, D and Food Park sector-38, Phase I at Industrial Estate Rai/ HSIIDC/RAI/46 / 2020_HBC_123605_2","Haryana","2020_HBC_123605_2",150,"(60,Inf]"
"186","62031",2020-12-09,2020-03-13,"Construction of slab drain in ward no 2 near Shri Boke house/ Etender/PWD/RNidhi/673/11-3-20 / 2020_DMA_564120_9","Maharashtra","2020_DMA_564120_9",271,"(60,Inf]"
"187","61941",2020-06-01,2020-03-13,"EXPRESSION OF INTEREST /E-TENDER FOR THE FOR THE SUPPLY OF MEDICINES, SURGICAL, SUTURE ETC  TO KAMLA NEHRU STATE HOSPITAL FOR MOTHER AND CHILD SHIMLA/ HFW(KNSHMC)/TENDER /EOI/2020-1811-13/dt/13/3/2020 / 2020_IGMC1_36243_1","Himachal Pradesh","2020_IGMC1_36243_1",80,"(60,Inf]"
"188","61945",2020-11-11,2020-03-13,"Construction of Anganwadi centre at Simlapal Muslimpara/ SIM/26/BDO/1920 / 2020_ZPHD_279201_1","West Bengal","2020_ZPHD_279201_1",243,"(60,Inf]"
"189","61875",2020-06-03,2020-03-13,"Supplying and Delivery of laboratory Chemicals reagents to 19 nos  Water Testing Laboratory  for National Rural Drinking Water Quality Testing Monitoring and Surveillance programme in State of West Bengal  under Murshidabad Division, P.H.E.Dte.  as/ WBPHED/EE/MSD/NIeQ/08 OF 2019-2020 / 2020_PHED_279243_1","West Bengal","2020_PHED_279243_1",82,"(60,Inf]"
