S.No.,AOC Date,e-Published Date,Title and Ref.No./Tender Id,State Name
b'59854.',b'01-Jul-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'Work for installation of new 1500 KVAR at Pandokar Substation under Salone Dc,OM DIv.Seondha/ DGM/STC /Datia/NIT/ 20-21/31/1970Dt 11.05.20 / 2020_MKVVC_88891_1'",b'Madhya Pradesh',b'2020_MKVVC_88891_1'
b'59855.',b'18-Dec-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Work/ EDCH-11/2020-21 / 2020_DVVNL_468812_1',b'Uttar Pradesh',b'2020_DVVNL_468812_1'
b'59856.',b'06-Jun-2020 12:00 AM',b'12-May-2020 09:00 AM',b'work for providing  7 Km 11 kv Interconnection line from mangrol to new kaseruah on 140 kg Pcc pole and H beam pole for Neemdanda feeder in Seondha D/C of OM  Seondha division ./ DGM/STC /Datia/NIT/ 20-21/26/1965Dt 11.05.20 / 2020_MKVVC_88881_1',b'Madhya Pradesh',b'2020_MKVVC_88881_1'
b'59857.',b'20-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Construction of cement concrete road in adiwasi vasti At village Varsa paiki Ozarpada Tal Sakri Dist Dhule./ GPWARSA/01/2019-20 / 2020_DHULE_575639_1',b'Maharashtra',b'2020_DHULE_575639_1'
b'59858.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair street and drain and other misc work in ward no 3 Assandh/ MCA/01 / 2020_HRY_128064_19',b'Haryana',b'2020_HRY_128064_19'
b'59859.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair street and drain and other misc work in ward no 11 Assandh/ MCA/01 / 2020_HRY_128064_23',b'Haryana',b'2020_HRY_128064_23'
b'59860.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair of street from roshan to dr singla  ward no 14 Assandh/ MCA/01 / 2020_HRY_128064_18',b'Haryana',b'2020_HRY_128064_18'
b'59841.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair street and drain and other misc work in ward no 3 Assandh/ MCA/01 / 2020_HRY_128064_19',b'Haryana',b'2020_HRY_128064_19'
b'59842.',b'01-Jun-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Requirement of staff through outer agency as per outsource policy part-1 (DC rates)/ EE/OUTSOURCE/19MAY/2020-21 / 2020_HRY_128087_1',b'Haryana',b'2020_HRY_128087_1'
b'59843.',b'01-Aug-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'Re-construction of Bazaricherra Srinagar Road under SOPD-G for the year 2019-20, Patharkandi  LAC/ T/CC/ETN/SIL/2019-20/42(T) / 2020_PWD_17477_5'",b'Assam',b'2020_PWD_17477_5'
b'59844.',b'01-Aug-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'Re-construction of Road from Balipipla Bridge approach road to East Piplacherra  under SOPD-G for the year 2019-20, Patharkandi  LAC/ T/CC/ETN/SIL/2019-20/42(T) / 2020_PWD_17477_7'",b'Assam',b'2020_PWD_17477_7'
b'59845.',b'06-Jun-2020 12:00 AM',b'12-May-2020 09:00 AM',b'work for providing  7 Km 11 kv Interconnection line from mangrol to new kaseruah on 140 kg Pcc pole and H beam pole for Neemdanda feeder in Seondha D/C of OM  Seondha division ./ DGM/STC /Datia/NIT/ 20-21/26/1965Dt 11.05.20 / 2020_MKVVC_88881_1',b'Madhya Pradesh',b'2020_MKVVC_88881_1'
b'59846.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair of street from kastur singh to bye pass ward no 14 Assandh/ MCA/01 / 2020_HRY_128064_11',b'Haryana',b'2020_HRY_128064_11'
b'59847.',b'01-Jul-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Work For installation of 1500 KVAR Capiceter Bank at Dheerpura Substation ./ DGM/STC /Datia/NIT/ 20-21/33/1978Dt 11.05.20 / 2020_MKVVC_88893_1',b'Madhya Pradesh',b'2020_MKVVC_88893_1'
b'59848.',b'06-Jun-2020 12:00 AM',b'12-May-2020 09:00 AM',b'work for providing 2.0 Km 11 kv Interconnection line from Senthri (baina) to Senguwa (chakkbena) and nimona to Khairona  on 140 kg Pcc pole  for Kudari pump feeder at Tharet D/C of OM  Seondha division./ DGM/STC /Datia/NIT/ 20-21/22/1961Dt 11.05.20 / 2020_MKVVC_88884_1',b'Madhya Pradesh',b'2020_MKVVC_88884_1'
b'59849.',b'06-Jun-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'Work for Interconnection of 11 KV l feeder from Katapur to kuthanda Substation under Indergarh1 DC,OM Div.Seondha/ DGM/STC /Datia/NIT/ 20-21/27/1966Dt 11.05.20 / 2020_MKVVC_88882_1'",b'Madhya Pradesh',b'2020_MKVVC_88882_1'
b'59850.',b'27-Aug-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Providing sewerage scheme Bawani Khera/ No. 3243 dt. 3299 dt. 16/04/2020 / 2020_HRY_126299_2',b'Haryana',b'2020_HRY_126299_2'
b'59821.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair of street from aare wali gali ward no 11 assandh/ MCA/01 / 2020_HRY_128064_9',b'Haryana',b'2020_HRY_128064_9'
b'59822.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair street and drain and other misc work in ward no 11 Assandh/ MCA/01 / 2020_HRY_128064_23',b'Haryana',b'2020_HRY_128064_23'
b'59823.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair of street from kastur singh to bye pass ward no 14 Assandh/ MCA/01 / 2020_HRY_128064_11',b'Haryana',b'2020_HRY_128064_11'
b'59824.',b'01-Jul-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'Work for Installation of 1500KVAR Capacitor Bank at Raruarai Substation under Indergarh1 DC,OM DIv.Seondha/ DGM/STC /Datia/NIT/ 20-21/34/1979Dt 11.05.20 / 2020_MKVVC_88888_1'",b'Madhya Pradesh',b'2020_MKVVC_88888_1'
b'59825.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair of street from roshan to dr singla  ward no 14 Assandh/ MCA/01 / 2020_HRY_128064_18',b'Haryana',b'2020_HRY_128064_18'
b'59826.',b'01-Jul-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'Renovation of Nabagraha Devata Bari Temple, krishnagar DT-1 Dated 30/04/2020/ 1/EE/RDAD/2020-21 Dt-30/04/2020 / 2020_CERDD_9922_1'",b'Tripura',b'2020_CERDD_9922_1'
b'59827.',b'27-Aug-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Providing sewerage scheme Bawani Khera/ No. 3243 dt. 3299 dt. 16/04/2020 / 2020_HRY_126299_2',b'Haryana',b'2020_HRY_126299_2'
b'59828.',b'01-Sep-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Construction of Kishan Shed (with 2 (two) unit Toilet Block and OHP) at Rayermura BOP under Dukli R.D. Block Dt-90 Dated 30/04/2020/ 90/EE/RDAD/2019-20 Dt-30/04/2020 / 2020_CERDD_9926_1',b'Tripura',b'2020_CERDD_9926_1'
b'59829.',b'20-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair of street from rattak road to rattan diary and sarbati  ward no 6  assandh -/ MCA/01 / 2020_HRY_128064_17',b'Haryana',b'2020_HRY_128064_17'
b'59830.',b'24-Jun-2020 12:00 AM',b'12-May-2020 09:00 AM',b'CONSTRUCTION OF ROAD/ 01/2020-21/AE/LSGD/CHMRY / 2020_LSGD_355748_8',b'Kerala',b'2020_LSGD_355748_8'
b'59791.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair street and drain and other misc work in ward no 9 Assandh/ MCA/01 / 2020_HRY_128064_21',b'Haryana',b'2020_HRY_128064_21'
b'59792.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair street and drain and other misc work in ward no 4 Assandh/ MCA/01 / 2020_HRY_128064_20',b'Haryana',b'2020_HRY_128064_20'
b'59793.',b'01-Jul-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'work for installation of new 1500 KVAR Capacitor Bank at 33/11 KV Indergarh Substaion under Indergarh1 DC,OM Div.Seondha/ DGM/STC /Datia/NIT/ 20-21/29/1968Dt 11.05.20 / 2020_MKVVC_88890_1'",b'Madhya Pradesh',b'2020_MKVVC_88890_1'
b'59794.',b'01-Aug-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'Re-construction of Road from Churaibari Katholtoli Road (Ch.1001.00m to Ch.3000.00m)  under SOPD-G for the year 2019-20, Patharkandi  LAC/ T/CC/ETN/SIL/2019-20/42(T) / 2020_PWD_17477_2'",b'Assam',b'2020_PWD_17477_2'
b'59795.',b'11-Aug-2020 12:00 AM',b'12-May-2020 09:00 AM',b'EDAPPATTA GP 19-20 PLAN 353/20  AYURVEDA DISPENSARY PULIYANTHODU ROAD &amp;#x0d;/ AE/LSGD/EDP/03/20-21 / 2020_LSGD_355773_3',b'Kerala',b'2020_LSGD_355773_3'
b'59796.',b'01-Jul-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'Work for installation of new 1500 KVAR at Pandokar Substation under Salone Dc,OM DIv.Seondha/ DGM/STC /Datia/NIT/ 20-21/31/1970Dt 11.05.20 / 2020_MKVVC_88891_1'",b'Madhya Pradesh',b'2020_MKVVC_88891_1'
b'59797.',b'01-Aug-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'Re-construction of Patharkandi Railway Station  Road to Kanaibazar Asimganj Road from Ch.0.00m to Ch.4300.00 under SOPD-G for the year 2019-20, Patharkandi  LAC/ T/CC/ETN/SIL/2019-20/42(T) / 2020_PWD_17477_3'",b'Assam',b'2020_PWD_17477_3'
b'59798.',b'11-Aug-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Please refer tender notice/ e-01/EE/LSGD/2020-21 / 2020_LSGD_355697_30',b'Kerala',b'2020_LSGD_355697_30'
b'59799.',b'01-Sep-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Construction of Kishan Shed (with 2 (two) unit Toilet Block and OHP) at Rayermura BOP under Dukli R.D. Block Dt-90 Dated 30/04/2020/ 90/EE/RDAD/2019-20 Dt-30/04/2020 / 2020_CERDD_9926_1',b'Tripura',b'2020_CERDD_9926_1'
b'59800.',b'06-Jun-2020 12:00 AM',b'12-May-2020 09:00 AM',"b'Work for Interconnection of 11 KV l feeder from Katapur to kuthanda Substation under Indergarh1 DC,OM Div.Seondha/ DGM/STC /Datia/NIT/ 20-21/27/1966Dt 11.05.20 / 2020_MKVVC_88882_1'",b'Madhya Pradesh',b'2020_MKVVC_88882_1'
b'59781.',b'07-Jul-2020 12:00 AM',b'12-May-2020 10:00 AM',b'CMLRRP 2020-21 Nattukkal Puthoor road/ 8/AE/THN/20-21 / 2020_LSGD_355667_1',b'Kerala',b'2020_LSGD_355667_1'
b'59782.',b'07-Jul-2020 12:00 AM',b'12-May-2020 10:00 AM',b'CMLRRP 2020-21 Pazhancheeri Kurumalikavu road concrete/ 5/AE/THN/20-21 / 2020_LSGD_355658_1',b'Kerala',b'2020_LSGD_355658_1'
b'59783.',b'07-Jul-2020 12:00 AM',b'12-May-2020 10:00 AM',b'CMLRRP 2020-21 Nellikunnu Vettekaran road/ 6/AE/THN/20-21 / 2020_LSGD_355664_1',b'Kerala',b'2020_LSGD_355664_1'
b'59784.',b'22-Jun-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Ezhukone GP 2020-21 Irumpanangadu Mambila Velikkadu Road Maintenance/ 03/2020-21/AE/LSGD/EZN / 2020_LSGD_355583_1',b'Kerala',b'2020_LSGD_355583_1'
b'59785.',b'15-Dec-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Improvement to Ankula Minor from R.D. 00m to 100m of Derjang Irrigation Project./ Bid Identification No. EE-AID-2-2020-21 / 2020_CEBBS_61017_25',b'Odisha',b'2020_CEBBS_61017_25'
b'59786.',b'01-Aug-2020 12:00 AM',b'12-May-2020 09:30 AM',"b'Improvement of Road from PWD Road at South Hatkhola to Hatkhola Jame Mosque via Rajbari  under SOPD-G for the year 2019-20, Patharkandi  LAC/ T/CC/ETN/SIL/2019-20/42(T) / 2020_PWD_17477_13'",b'Assam',b'2020_PWD_17477_13'
b'59787.',b'24-Jun-2020 12:00 AM',b'12-May-2020 09:30 AM',b'Maintenance of Second Floor of Panchayath Office which was used as flood shelter home/ Project No 213/2019-2020 / 2020_LSGD_343998_2',b'Kerala',b'2020_LSGD_343998_2'
b'59788.',b'23-Jun-2020 12:00 AM',b'12-May-2020 09:30 AM',b'Construction of flood shelter room in second floor of Panchayath Shopping Complex/ Project No 214/2019-2020 / 2020_LSGD_343999_2',b'Kerala',b'2020_LSGD_343999_2'
b'59789.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair street and drain and other misc work in ward no 15 Assandh/ MCA/01 / 2020_HRY_128064_24',b'Haryana',b'2020_HRY_128064_24'
b'59790.',b'29-May-2020 12:00 AM',b'12-May-2020 09:00 AM',b'Repair street and drain and other misc work in ward no 9 Assandh/ MCA/01 / 2020_HRY_128064_21',b'Haryana',b'2020_HRY_128064_21'
b'59771.',b'26-Nov-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Embankment protection/ e-Procurement Notice No.01/ 2020-21 / 2020_CELBB_61019_9',b'Odisha',b'2020_CELBB_61019_9'
b'59772.',b'26-Aug-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Construction of knowledge centre at vill. Jui Bichali Block Kairu Distt Bhiwani/ PR/Jui Bichali/Retender/Rs. 19.93 Lacs / 2020_HRY_128039_1',b'Haryana',b'2020_HRY_128039_1'
b'59773.',b'25-Jun-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Annual Repair with PC of Lehara Shakha Road (Saidupur to Paharpur) in Km 1 to 5(200)/ 578/4A Dt. 18.03.2020 / 2020_CEUVZ_468846_1',b'Uttar Pradesh',b'2020_CEUVZ_468846_1'
b'59774.',b'07-Dec-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Construction of CC Guard wall from R.D 2380m to 2830m of Ragadi Distributary No.I of Ramial Irrigation Project./ Bid Identification No. EE-AID-2-2020-21 / 2020_CEBBS_61017_22',b'Odisha',b'2020_CEBBS_61017_22'
b'59775.',b'26-Nov-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Restoration to embankment/ e-Procurement Notice No.01/ 2020-21 / 2020_CELBB_61019_10',b'Odisha',b'2020_CELBB_61019_10'
b'59776.',b'08-Jul-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Mahalpatane K T weir Tal Deola  Dist.Nashik Constructing embankment and Protection wall to prevent damage to the farm of Mr Arun Ahire Near mahalpatane kt weir and Construction of embankment and left side Key wall for Mahalpatane ktweir Tal.Deola Dis/ E TENDER NOTICE NO 03 FOR 2020 21 / 2020_TIDC_575396_1',b'Maharashtra',b'2020_TIDC_575396_1'
b'59777.',b'29-Jul-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Poovathani Chorandi road concrete/ 3/AE/THN/20-21 / 2020_LSGD_355654_1',b'Kerala',b'2020_LSGD_355654_1'
b'59778.',b'25-Aug-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Const of  Kohiwav To Malveli School Faliya Road Length 3.80 Km/ 02/SAC/2020-21/Alirajpur / 2020_PWDRB_88842_1',b'Madhya Pradesh',b'2020_PWDRB_88842_1'
b'59779.',b'12-Jun-2020 12:00 AM',b'12-May-2020 10:00 AM',"b'Pre-Monsoon works 2020. Urgent patch repairs  with cold mixes for rectification of rain damages on pavement,  drain clearance and removing clogged culverts on various roads under PWD Roads Section,  Kozhikode South/ D1/ETN/12/2020-21 / 2020_PWD_355948_1'",b'Kerala',b'2020_PWD_355948_1'
b'59780.',b'13-Jun-2020 12:00 AM',b'12-May-2020 10:00 AM',"b'Pre-monsoon works 2020. Urgent Patch repairs with cold mixes for rectification of rain damages on pavement, drain clearance, removing clogged culverts , cutting of dangerous trees or branches on various roads under PWD Roads Section,kunnamangalam/ D1/ETN/10/2020-21 / 2020_PWD_355938_1'",b'Kerala',b'2020_PWD_355938_1'
b'59751.',b'26-Nov-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Restoration to embankment/ e-Procurement Notice No.01/ 2020-21 / 2020_CELBB_61019_10',b'Odisha',b'2020_CELBB_61019_10'
b'59752.',b'17-Aug-2020 12:00 AM',b'12-May-2020 10:00 AM',b'New Road/ 11/AE/LSGD/KDTY/20-21 / 2020_LSGD_355669_1',b'Kerala',b'2020_LSGD_355669_1'
b'59753.',b'17-Aug-2020 12:00 AM',b'12-May-2020 10:00 AM',b'New Road/ 14/AE/LSGD/KDTY/20-21 / 2020_LSGD_355672_1',b'Kerala',b'2020_LSGD_355672_1'
b'59754.',b'17-Aug-2020 12:00 AM',b'12-May-2020 10:00 AM',b'New road with side protection for 11.50 m/ 15/AE/LSGD/KDTY/20-21 / 2020_LSGD_355673_1',b'Kerala',b'2020_LSGD_355673_1'
b'59755.',b'12-Jun-2020 12:00 AM',b'12-May-2020 10:00 AM',"b'Pre-Monsoon works 2020. Urgent patch repairs  with cold mixes for rectification of rain damages on pavement,  drain clearance and removing clogged culverts on various roads under PWD Roads Section,  Kozhikode South/ D1/ETN/12/2020-21 / 2020_PWD_355948_1'",b'Kerala',b'2020_PWD_355948_1'
b'59756.',b'13-Jun-2020 12:00 AM',b'12-May-2020 10:00 AM',"b'Pre-monsoon works 2020. Urgent Patch repairs with cold mixes for rectification of rain damages on pavement, drain clearance, removing clogged culverts , cutting of dangerous trees or branches on various roads under PWD Roads Section,kunnamangalam/ D1/ETN/10/2020-21 / 2020_PWD_355938_1'",b'Kerala',b'2020_PWD_355938_1'
b'59757.',b'15-Dec-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Repair and renovation of Balaramprasad Tail Distributary of Derjang Irrigation Project../ Bid Identification No. EE-AID-2-2020-21 / 2020_CEBBS_61017_27',b'Odisha',b'2020_CEBBS_61017_27'
b'59758.',b'01-Jul-2020 12:00 AM',b'12-May-2020 10:00 AM',b'For Labour Assistance work in operation of 220/132/33KV Switchyard MCB and Indian site control room and its related area including 132/33KV GSS mini grid control room at PTPS Patratu./ 06/PR/JUSNL/2020-21 / 2020_JSEB_44990_1',b'Jharkhand',b'2020_JSEB_44990_1'
b'59759.',b'07-Jul-2020 12:00 AM',b'12-May-2020 10:00 AM',b'CMLRRP 2020-21 Nellikunnu Vettekaran road/ 6/AE/THN/20-21 / 2020_LSGD_355664_1',b'Kerala',b'2020_LSGD_355664_1'
b'59760.',b'25-Aug-2020 12:00 AM',b'12-May-2020 10:00 AM',b'Const of Mahendra To Dobaniya Faliya Road Length 3.00 Km/ 02/SAC/2020-21/Alirajpur / 2020_PWDRB_88844_1',b'Madhya Pradesh',b'2020_PWDRB_88844_1'
b'59731.',b'08-Sep-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Stregnthening And Black Topping road/ RMC/CIVIL/ 8/544(6)/2020 - 21 / 2020_DMA_575375_1',b'Maharashtra',b'2020_DMA_575375_1'
b'59732.',b'25-Jul-2020 12:00 AM',b'12-May-2020 11:00 AM',"b'Construction of road side drain with cover slab at Nalbari Hajo Road at Morowa Utsab Khola in Barkhetri LAC under SOPD -G for the year 2019-20, Barkhetri LAC./ SENL/NIT/N/2020/21/50/2 / 2020_PWD_17459_1'",b'Assam',b'2020_PWD_17459_1'
b'59733.',b'17-Aug-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Development of Concrete Road from Kasturba Road to Ganj market to Bagadkhidki Road in Bhanapeth Prabhag No 11 Chandrapur/ 2020/179 Dt. 08/05/2020 / 2020_CMC_575486_1',b'Maharashtra',b'2020_CMC_575486_1'
b'59734.',b'09-Jul-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Estimate No 123203 of 2019 2020 Providing Power Wiring to Testing Machine and AC Unit in Covid 19 Lab at Govt. Medical College and 500 Bedded Hospital Baramati Tal. Baramati Dist Pune./ Tender Notice no. 4 of 2020.2021 / 2020_PWDM_575643_3',b'Maharashtra',b'2020_PWDM_575643_3'
b'59735.',b'14-Aug-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Construction of both side C.C. Guard wall with bed lining from RD. 2330 mtr to 2450 mtr of Chaurpur Minor under Critical Lump for 2020-21/ BID-01/2020-21 (ONLINE) / 2020_CEBBU_61029_10',b'Odisha',b'2020_CEBBU_61029_10'
b'59736.',b'14-Aug-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Renovation of fall at RD 21595m of Godbhaga Disty. and construction of c.c guard wall with bed lining from RD 1925m to 2225m and RD 2232.70m to 2238m offtaking at RD 33870m right water course of Godbhaga Distributary under Critical Lump for 2020-21/ BID-01/2020-21 (ONLINE) / 2020_CEBBU_61029_12',b'Odisha',b'2020_CEBBU_61029_12'
b'59737.',b'01-Oct-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Construation of road from Pub Lumding Kali Mondir to Ananda Nagar L.P.School road under SOPD-G for the 2019-20./ SE/NRC/TB/NIT/44/2019-20/28 / 2020_PWD_17469_1',b'Assam',b'2020_PWD_17469_1'
b'59738.',b'19-Jun-2020 12:00 AM',b'12-May-2020 10:30 AM',"b'F.M.P work in between ch.0.00  KM and 60.00 KM of Damodar Left Embankment under Galsi-I and II, Bardhaman-I and Bardhaman II,Memari-I and Memari II and Jamalpur Block under Purba Bardhaman District/ WBIW/EE-I/DCD/e-NIT-03/2020-21 / 2020_IWD_282713_5'",b'West Bengal',b'2020_IWD_282713_5'
b'59739.',b'06-Jul-2020 12:00 AM',b'12-May-2020 10:30 AM',"b'Extension of Pipe Line of Piped Water Supply Scheme On Govt Building Upswasth Kendra at Difarent Villages  Katni Distt. based on Tubewell including installation of electric submersible water motor pump,  rising main and distribution pipe line system,/ 06_20-21/PHEDIVSON/KATNI / 2020_PHED_88846_1'",b'Madhya Pradesh',b'2020_PHED_88846_1'
b'59740.',b'10-Jul-2020 12:00 AM',b'12-May-2020 10:30 AM',b'HT line / LT line for Supply connection at District Hospital Neemuch./ 01/(1/01) /TC/PWD/EM/20-21/UJJAIN Date 09.05.2020 / 2020_PWDRB_88624_1',b'Madhya Pradesh',b'2020_PWDRB_88624_1'
b'59711.',b'15-Sep-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Co   MT link road from Harizan Basti Barnoh to GSSS Dangoli via Abadi RajputtanJattan and Mohalla Souran SH Co 22.20 mtr Span RCC Box cell bridge at RD 5220 under NABARD RIDFXXIII/ PW/BGN//T-I/2019-15382-15406dt 25.02.2020 / 2020_PWD_37080_1',b'Himachal Pradesh',b'2020_PWD_37080_1'
b'59712.',b'05-Jun-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Construction of Double Soiling BP  road from Alok Dhara to Sukdev Patra House/ NIT/43/MGNREGA/BNGP/2020-21 / 2020_ZPHD_282768_1',b'West Bengal',b'2020_ZPHD_282768_1'
b'59713.',b'08-Sep-2020 12:00 AM',b'12-May-2020 11:00 AM',b'STBT road work/ RMC/CIVIL/ 8/544(10)/2020-21 / 2020_DMA_575149_1',b'Maharashtra',b'2020_DMA_575149_1'
b'59714.',b'20-Jul-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Construction of additional accommodation (3 Nos Room) in Govt. Senior Secondary School Budhan in Tehsil Bangana Distt. Una/ PWBGNT2019-17184-94dt.19.3.20 / 2020_PWD_37090_1',b'Himachal Pradesh',b'2020_PWD_37090_1'
b'59715.',b'22-Jul-2020 12:00 AM',b'12-May-2020 11:00 AM',b'ZPBeed/WD1/DPC/002/2020-21/ ZPBeed/WD1/DPC/002/2020-21 / 2020_BEED_575565_1',b'Maharashtra',b'2020_BEED_575565_1'
b'59716.',b'01-Oct-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Construction of Jangli Kalibari road to Netagi Udyaan under SOPD-G for the 2019-20./ SE/NRC/TB/NIT/44/2019-20/28 / 2020_PWD_17470_1',b'Assam',b'2020_PWD_17470_1'
b'59717.',b'01-Oct-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Construction of BDS PWD road to Parultala road remaining length under SOPD-G for the 2019-20./ SE/NRC/TB/NIT/44/2019-20/28 / 2020_PWD_17468_1',b'Assam',b'2020_PWD_17468_1'
b'59718.',b'29-Sep-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Strengthening WBM road/ RMC/CIVIL/ 8/544(3)/2020 - 21 / 2020_DMA_575370_1',b'Maharashtra',b'2020_DMA_575370_1'
b'59719.',b'01-Oct-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Reconstruction to road from Kaki Marketting to Beltola under SOPD-G for the year 2019-20./ SE/NRC/TB/NIT/44/2019-20/28 / 2020_PWD_17466_1',b'Assam',b'2020_PWD_17466_1'
b'59720.',b'01-Oct-2020 12:00 AM',b'12-May-2020 11:00 AM',b'Construction of road from Dakhin Lumding Pump House road connecting to Haflong road fire service station under SOPD-G for the year 2019-20./ SE/NRC/TB/NIT/44/2019-20/28 / 2020_PWD_17464_1',b'Assam',b'2020_PWD_17464_1'
b'59691.',b'02-Jun-2020 12:00 AM',b'12-May-2020 12:00 PM',"b'Renewal work with PC of Hariya bandh to Chuppepur Road in Km-1, 3, 4(850)/ 671/4A Dt. 27-04-2020 / 2020_CEUVZ_468674_1'",b'Uttar Pradesh',b'2020_CEUVZ_468674_1'
b'59692.',b'19-Jun-2020 12:00 AM',b'12-May-2020 12:00 PM',"b'Renewal work with PC of Viapur to Ghurahupur Link Road  (via rasiya, Bangalipur, Kharaujha) in Km-9, 10, 11, 12/ 671/4A Dt. 27-04-2020 / 2020_CEUVZ_468563_1'",b'Uttar Pradesh',b'2020_CEUVZ_468563_1'
b'59693.',b'12-Jun-2020 12:00 AM',b'12-May-2020 12:00 PM',"b'Renewal work with PC of Chakiya Eliya Road Km 28 to Gandhinagar to Chainpurva (via rasiya, Shahabganj, Budmav) Road in Km-1, 2, 3, 4/ 671/4A Dt. 27-04-2020 / 2020_CEUVZ_468569_1'",b'Uttar Pradesh',b'2020_CEUVZ_468569_1'
b'59694.',b'06-Jul-2020 12:00 AM',b'12-May-2020 12:00 PM',b'Construction of Chandpatti Devaria Batan Link Road km 10 ke Avsesh Bagh Link Road./ 77/4A DATED 08/05/2020 / 2020_CEUAZ_468888_1',b'Uttar Pradesh',b'2020_CEUAZ_468888_1'
